	MHCI	MHCII	Coactivation_molecules	Effector_cells	T_cell_traffic	NK_cells	T_cells	B_cells	M1_signatures	Th1_signature	Antitumor_cytokines	Checkpoint_inhibition	Treg	Neutrophil_signature	MDSC	M2_signature	Th2_signature	Protumor_cytokines	CAF	Angiogenesis	Proliferation_rate	Tumor_suppressors	Oncogenes	Lgr5_ISC	MYC_targets_2	Th17_signature	Gd_T_cells
GSM387898	-1.3590468075805677	-0.08185411387669628	-0.13959979461264369	0.30836768911149315	-0.40959422010788354	0.010726109364892848	0.6013918735382082	0.45251704500186957	-0.5635064232226275	-0.049671436127192034	-0.7288948872452701	-0.2235821260678204	-0.40936799748236596	-1.3247458525882105	0.11009850467479966	0.31314154547443707	-0.22825217583442414	1.5014433665120708	-0.2254753935797177	-0.37249317130270265	-1.4662738457531639	-0.05033872409447295	-1.0283423104566292	2.003068709579783	-1.5588111130756601	-0.8270832194404906	0.46063214175401884
GSM387877	2.0420416419099	1.2054920198753145	3.6650354221285526	3.549465792284975	2.7647014506410748	4.0	2.754775416609754	0.670879495517807	1.423120467716908	4.0	1.207033124949605	3.7253913170870323	2.7896805796086404	0.9280871927655715	1.5675833160649753	1.6511079239664976	1.9982043207947302	0.390036848698	0.8502783372184192	0.9290594827862403	0.5125442992482634	1.2048905642269994	-0.6142418591863062	-0.4944319572343553	0.19135175396364096	1.183563101946937	3.470451014566781
GSM387891	-0.8956375533822526	0.5239839760372309	0.2472714869851737	0.6378762303156816	-0.1409129789107626	0.17732606139199256	0.8627928532743967	1.1499084302278764	-0.2575396687009483	1.438848214769338	-0.6093677128866747	0.004885888659373609	-0.7833206689375058	0.3685859310802639	-0.379043539492313	-0.08623729979012895	0.4327430619335011	-0.9848856337492556	-0.9204945393513022	-1.1432254415066587	-1.0735370002980738	0.17487421585399066	0.611575646068056	0.00041143754653074553	-0.6020229953807228	1.2884544508030646	0.6626149742304275
GSM387933	-0.7641848021586346	0.45334355461536624	0.5441846286405718	0.6769811886377081	0.032689764057228295	0.42895598302845733	0.5117808185722875	0.6910972593227319	-0.3149117566882316	0.5197110005900634	0.08441746323112016	0.22787830008072912	-0.07984802873140533	0.10482486086075958	-0.6423132929746128	0.8848944786954033	-0.03273174620177383	-0.32833569487445835	0.01722955329373845	-0.7323089792552508	-0.5911654903387773	0.46154374573702756	-1.0791603639088783	0.11564589166583114	-0.8069780884417849	0.32402260839295827	1.090676218494104
GSM387812	1.439174346633166	0.4148835791957844	1.1812301843510624	-0.18844784863912303	0.38236950822825105	-0.21389883005049418	0.06727879766829899	0.11022290784573767	1.683512137931829	0.9179722448807203	2.2383650017562755	0.7122790637722218	0.7455992599654795	0.9990064772478934	0.8309417901343784	0.5175756247816354	0.3610659508075835	-0.359146487179233	0.39546435411130826	-0.886725665905861	0.3392578179291764	-1.1097842834651195	0.7244805507747254	-0.5550389726931968	0.31487637180805483	-0.5510700944538675	0.04149351429180199
GSM387841	-0.6693034752783006	1.0153729951068184	1.4008349524722696	1.2215625061379336	1.2569836787375865	2.12049133704979	1.3074357454410521	1.406788826217838	1.0674011501645824	2.6621141741247714	1.30468660462877	0.9856673268196986	2.8984208255930417	0.6894642751839658	2.114437469068668	2.030707320251738	2.8867417237780533	3.0326639583958124	0.6759794308783628	-0.06714619059429508	-1.4515062189836747	2.2867445160422575	-1.4006731044865126	1.6395634793322937	-1.860604694507917	-0.724076124893404	1.7416642279171932
GSM387878	-0.027041593324771646	-3.7597403659155573	-1.0202365668647588	-1.1974591493122189	-1.7795146811118767	-0.7993418511411475	-1.2171668553669661	-0.4645668075664553	-0.13891479245231148	-1.523750129465745	-0.8729890814456439	-0.9673444009217733	-0.3489919783680029	1.2946848573471328	-0.484695030009699	-0.14858176039432386	-0.663303559086778	-0.6370689771176586	0.32281328290248806	1.1861552465403868	-1.097778200028592	1.1833731776979104	0.2588999334710374	0.4981012161531582	-0.4836493250139332	-0.5593423269744086	-1.4186866574167754
GSM387930	0.2962885713522926	0.8231118578939107	1.5503894243016116	1.5351206034402018	1.7382403691271957	2.4189027077293126	1.1284928074919813	0.6193253574727109	2.1269099498843445	3.5501753946478707	1.1550533028238195	1.233539998539702	0.8507747908538207	1.02932723168682	1.6962561782209737	0.06777834017946026	0.5339608105895239	0.8281599652791176	-0.6440692637235977	-0.37469551747205954	1.1430632643638126	1.5350254843321003	-0.4171785896610271	-1.389944490695084	0.9376578486291806	4.0	1.188831953631573
GSM387831	0.5780076439039445	-0.49689795383925534	0.6561813644184024	-0.3332218598289763	0.989738672697036	-0.34052248807154994	-0.33988785979773417	0.32151436991220694	1.2941276590721118	-0.6092987038517395	0.06986673914830117	0.1536026273480151	-0.3801825110772909	0.27962499440169175	0.716933064274315	-0.2982795244542543	2.144268733687927	-0.6972776267144771	-1.352707391813898	-0.4597094239575553	1.2017763808882371	0.8746763394947953	2.252753929214299	-0.184365610902243	1.438339864475363	0.27453704132880546	-0.35563738170539994
GSM387867	-0.6668295993909614	-0.22258313553392892	0.1041644769038403	-1.0030177398150015	-0.8752241645641168	-0.7727599765493987	-0.1270710140674383	0.9675448719250237	-0.09737755307365306	-0.4156695804503677	-0.7202805496583389	-0.22318714632208178	-0.7001158691829626	0.44364983321522583	-0.3046450274954717	-0.3998596792288911	0.22669839173137027	-0.4272452218990838	0.6730000695138005	0.4606632821225359	0.14575367748271073	0.7436062012162296	0.39830174476476865	-0.39440805537247536	0.592881546707803	0.6109543810098119	-0.5714885129123203
GSM387948	-0.6541096659931614	-0.10290247525500439	-0.40110019723873375	0.7138269969526998	0.26402607049434623	0.5645286551077422	0.1289563822490263	0.74037306330682	-0.7398012362270873	-0.373063594295907	-0.14248261155962424	-0.8609694142844986	-0.6243174309566534	-0.03877455330924488	0.6218184812714599	0.0001045474410809522	-1.127007413749139	-0.3914211246523983	-0.19994404332105487	0.4468581962476289	0.42219439162445455	-0.5742064518155113	-0.9607022420209491	-0.41809446999276956	0.4654144791723038	-0.6681870535353734	0.09889733617401918
GSM387883	0.29187046275915673	0.8591642817862365	0.48850809268135265	-0.0463670668905128	0.6422336843086232	-0.22741449072273173	0.13538359606531067	1.7047482099126936	0.24857110613593794	-0.08312967787281696	0.028459058858029046	0.2105258659255851	-0.5434740548466064	-0.6471664379554671	-0.35722819586225196	0.549998340504345	-0.6038240216606093	-0.514114216985172	-0.32532458406347553	0.7527637794865512	-0.024416685351339645	1.4014479436751712	0.30409619340407223	-0.15098309344409352	-0.07788006092743914	2.6970055375939586	-0.1151931085019839
GSM387804	-1.2096237351902754	0.28520140721264764	-0.5883945119783354	0.1467362269318105	0.14108322165445267	0.05987296351735512	0.3723057143027245	-0.6111407156577408	-1.5191046221343263	-0.14334464607051262	-0.8925068704395923	-0.7524194058418782	-1.1608105850238604	-0.7354052484870488	-0.006343357427524362	0.07110615532481636	-0.46073708828487064	0.4963933939466057	-0.6933210094687123	-1.4440130779144291	-1.7706715849099803	-0.8180461649859458	-2.0322282029752756	1.4530095641244654	-1.0584667102158456	-0.4709404163419359	0.20483232358634249
GSM387980	-0.479106394802798	-2.6298696270447794	-0.9720712502344847	-0.6316495842441028	-0.21011249703579732	-0.4108403471768238	-1.6858108029411683	-0.7647645496896783	-0.5847480102034763	0.051463265212969816	-0.40144908348510666	-0.18080674576827777	0.31475386348543627	0.2824741772706419	-0.3529940429126657	-0.6652533946544349	2.14543493819639	0.13068218732133624	-0.018999928004734597	0.2679074379460956	0.2935280514942926	-0.8866279917054878	1.780039655248033	0.21937330227498605	-0.11853411667148298	-1.4900823771283764	-1.078923467854353
GSM387855	-2.5971902613664244	-3.2493544030128954	-1.0790907478186023	-1.5188043785156575	-1.2178923353823115	-0.9952194408889425	-1.9869793608601396	-0.6809123257534825	0.4110481846757382	-0.24021248914103632	-0.537945236512044	-1.1640284238375476	-0.05885277293695627	-0.3500567154489494	-0.9100003375105941	-1.5642543005263367	-1.3667707071747763	-1.0781162510390647	-0.7096885476304636	-1.7227489698300227	1.0337630713640138	-1.1618847936325525	1.0394530010342868	-0.654167335396384	2.2255402562567017	0.8524275434270926	-1.1114443778262042
GSM387822	-0.7271192760728544	-1.9447493681160295	0.398309866559243	-1.3069219077929985	0.01061240700589024	-1.1678878296697686	-1.8185335218312362	-0.5998259860670143	1.6486948076184846	-0.9152213671159419	1.1531055889693804	-0.7324038109985775	-1.4246659826700498	0.9128314480069765	0.8713964735106655	-0.12648087902203928	-1.049101233827522	0.33420688849085	1.513193920128579	0.8068592333517739	0.34283513346046973	-1.1344047047602335	0.4082216988030416	-1.4326687262030064	1.4199560346912599	-0.2778599567839612	-1.0931188897197117
GSM387851	-0.6279937759619463	0.5022905475175659	0.16200954169186788	-0.26192641340359407	0.6554229025055497	-0.526027937028793	0.039886926792697036	-0.49017193568101025	-1.0109610600403138	-0.03074504359354099	0.10943806503426504	0.02767885055171078	0.31761843963211217	-0.16082864555964493	0.34055032298783694	0.9908895573353348	0.5934390784764321	1.442425391558166	0.3428220782647377	-0.7134783515577032	-1.1114583722839313	-0.21350242020880764	-0.17387752760512534	1.211651851343829	-1.0028666373257016	0.5947884622122475	-0.17215922312741366
GSM387808	-2.2143382251434285	-4.0	-0.8551772815704247	-1.3442721374512834	-0.18390520536325342	-0.6379483220256471	-1.3527987334008666	-0.8032173587013666	0.9122352031279894	-1.114453728572214	0.9882603967834234	-0.9576498887738938	-1.1103619633250237	-0.5421341129636897	0.6844238375326487	-0.8354277050754002	-0.8756386046439895	0.7904353173369083	-0.23427079734723824	-0.022183756311901347	0.9474243351666949	-0.03303484959046812	2.599836050254502	-0.32499360995522003	1.193505569633808	0.40753169936109473	-1.2483327145320002
GSM387962	0.3624977575377233	0.6377952856836618	0.8580453762422516	0.45267538970670984	0.895025730033952	0.1780657125210817	0.9712681003914563	0.8738509707753632	-0.46972256054599126	0.6739212104612566	0.6240373377506588	0.07696566120307823	-0.4924648345311149	0.13541172061468024	0.5076790073832372	-0.11121324641066506	0.11558586907316622	0.2679177584377639	0.8848382432894044	0.9985961081665964	-0.11949388921911587	0.17709500051847266	-0.2489148938126822	0.41492546283375475	-0.4400285855257245	0.8334722251933733	0.7687180273884565
GSM387986	-1.87968050638782	-1.5212617942829199	-1.4578788736437776	-1.5505637153137268	-1.325369680872957	-1.7842349363373824	-1.3025116757586679	-0.24000078151891255	-1.7635588925645314	-1.981957211062256	-0.9069979780838906	-1.7341781388849047	-2.0557657433496876	0.5589408502612202	-1.885538884354046	-1.4336907063043323	-1.7120135269751209	-1.4603562771964191	-1.5544310107698391	-2.336300780668424	0.6788601951633702	-1.5171903175908739	-0.6577071328610461	0.02397227539289352	0.43536081811394806	-0.9777654372041968	-1.8363744955807717
GSM387977	0.4669547006777443	0.16400616493003747	0.4128566046232691	0.43919552036462456	-0.01061240700589024	0.03990694178667783	0.7950102369200853	2.2822259461375705	0.6233235337643167	-0.14114070788759064	-0.10203681071311399	0.5646522755804639	-0.06345859479626068	-0.13764608375203102	-0.07653225316369552	-0.6001210006640776	-0.48514118664304046	-0.46336740443728375	0.5790226310806281	-0.36435050336051156	0.10665120291680821	0.39435665854224505	0.7971045848543916	-0.27260099591228615	-0.21971419908657383	0.6723978826686325	0.693940506739332
GSM387954	-0.47333662649711145	-0.30639663449908944	1.5604749938577474	-0.5880176180381083	-0.028246685705369864	-0.6485253198886787	0.7639893675747721	-0.48178865392192466	-1.0525840666313724	1.5447438214740483	0.11768320397562361	0.34437279480035415	3.0936387739673377	-0.12893486667019696	-0.30238107820612137	0.0644130750614733	0.5883333433442903	-0.03362445506038766	1.2541002134479844	1.0715713910529794	-0.23577141744148628	-0.12907975665367263	0.5739875865458061	0.08172331538913095	-0.35458862272473046	-0.25152695699169664	0.20935941715122136
GSM387847	-1.4953684915044645	-0.4814827057790555	0.2041249095369631	0.2526525871990687	0.3957787799880783	0.6799482018516376	0.2372220181924988	-0.7740159294009952	-0.10500743351002369	0.9266540496792214	0.8808505973810287	0.06521730678626429	-0.38889197918475343	1.5371987670723652	1.2046312306565266	0.4870430547234504	0.29816628516568633	1.73238848340845	0.0865904219448035	3.26677393989662	-2.116035681914535	1.872008764706854	-1.658715120818045	1.9046991048340502	-1.7165746614012023	-1.519586830165073	0.7172530414280875
GSM387964	0.7067244445075717	0.03723014801326855	1.4581803021777073	1.3475572103112852	1.1967379608381803	1.4940034813499457	0.3285585252849929	0.19261923788615293	0.042482641450042304	1.7441482319185566	1.0680314456548994	2.904351632122527	1.7075985800991214	-0.25149627286838555	0.19283788174463595	0.4177748275042082	0.8827225227643727	0.3717710514611453	-1.0747254058979567	-2.112426793257047	1.2288568979101318	-0.9477758952468072	1.3813785895706538	-1.2947211725212544	2.2731371233656796	-0.1631641093939271	0.44160443594152154
GSM387860	1.5311071155041296	1.2445911952062756	2.446857340352485	1.462630381286242	1.7912952685243062	1.032999986426791	1.5436229828949801	1.142981700003788	0.03020278927115178	0.9349696417175362	0.28874810667839196	1.8655159696841277	3.2833689825744927	0.5700561815580207	1.402367222588559	1.3088217621288474	1.2939041084473428	1.0194107561134724	1.3766247527065834	0.3783184317922967	-0.8937108573257397	0.6215228783701034	-0.32458812016969024	-0.5274504267913424	-0.4918616863368087	1.144191262737941	0.9756961927529553
GSM387947	0.48418249852998096	0.7834869571400995	1.2223350456620965	1.0170879277088625	0.5371137660892221	0.9661823416105839	1.1915984086661424	1.3216876055422384	0.5921939009584842	1.054113386720922	0.5706995304394319	1.4497706730159006	2.0553258845239677	1.1692955966025107	1.19818390839147	0.8978144512374437	0.39577988471690345	0.5147325619198463	0.8107076984719384	1.2198872407059982	-0.27176438075720893	1.31130152988981	-0.24186132487787684	-0.02167549839269732	-0.0021247888826142654	0.16347653310779234	0.8551586445100119
GSM387942	-1.724883093151889	-2.1378453854320805	-0.8477699623641443	-1.199114108635418	-0.6677301235213979	-0.8710523742499753	-1.4960570016738335	-0.8630544366165319	-0.8292998374749472	-0.5363829184697825	-0.2531394034801108	-0.8016287632517116	-0.5062024434403006	-0.5118772541860146	-0.5772586504134173	-0.3860908437713801	-0.9785415030908521	0.30562957687833164	-0.5078621378616053	0.9020067190799282	0.49837895171703717	-0.2910232546569512	0.08759707982529129	1.9658644571687056	0.7840295501728352	-1.1265438613605978	-1.2247514768601069
GSM387880	-1.10570757153658	0.4619847634413077	-0.5424997144372953	0.1596063888899666	-0.06134253400478216	0.1590055615083401	0.12615029040382045	0.23356826919203222	-1.4283769036998362	0.15517058708265977	-0.702798424294881	-0.2129080851514187	0.26846056657014217	0.4007137366772774	-0.6443939065700738	0.4130863819002934	-0.35945023934633863	-0.05819089828018916	0.49620413121369855	0.27921467672905925	-1.565318366637898	1.067449498088561	-1.406883962529971	1.4066770411938094	-1.877020769934994	-0.425604886869352	0.701083989623365
GSM387958	-2.2239103523934944	-3.434989547793143	-1.5846778809484539	-1.5488232895625016	-1.2421884855524492	-1.3448098285469907	-1.9973767449058186	-0.7140888593326993	-1.644737174895446	-0.30168954256709135	-0.2585369104304988	-1.6656245840751631	0.3335157677251972	1.487783267137126	-1.165160846176102	-1.7034664831453696	-1.6372706815223215	-1.5939078845747738	-4.0	-4.0	1.0040827627746156	-3.733486450221082	-2.0698833296552315	2.384262082811308	0.189974287514138	-0.08083598456480232	-1.2545740986805998
GSM387834	-1.4190212514863048	0.020944532544313343	-0.1949319173762386	-0.1585829349355182	-0.15922674892837932	-0.3209232333586595	-0.11941567713306028	-0.13344150081346648	-0.3662959149396752	-0.38233179288510943	-0.2268478637604885	-0.4593292164059296	-0.06272083828698118	-0.08940364222351642	0.8395016486766265	0.45387828885366693	0.05275363629706268	1.0118299994882411	0.4136923555441551	0.2007790534548227	-0.7254626707418699	0.8782594374907613	-0.10335520765694674	1.6404275515883835	-0.7822883690120687	-0.8690563315179716	-0.29421262865093645
GSM387918	0.11577205740453625	-2.233367351550591	-0.6795244075422483	-1.05314709576464	-1.1464795520889386	-0.839861960329872	-0.8644831900103835	0.6690546262021061	1.4473686939711592	-0.20730975106514737	-0.8752234789019511	-0.8473638908328806	-0.6163253576729263	0.24304393678875993	-0.3918637343527892	-2.345246155095909	-0.9785519756109985	-0.47316133390023496	0.6452796386594621	1.1014303073657064	-0.2056693933978516	0.9650921852136439	0.42483897776917023	-0.2219411238473945	-0.5996752178485953	-0.0937509103544422	-1.0896024617524813
GSM387956	0.0017978430294785831	-0.3475953706173976	-0.664399574007069	-1.6646140794160202	-1.611948010563733	-1.3103497910322348	-0.6623513370557118	0.0660420432689374	0.6083494481725225	-1.213727827473497	-0.41160552697406916	-0.4293075067031868	-0.9284426441473557	-1.0969936926198154	-1.2740554100725299	0.11618113451414408	0.8204948877434395	-0.8908035321103082	-0.4776501383151777	-0.1668742960685826	-0.18967696874145928	-0.663501492520502	2.2619002275285176	-0.025018290483921443	-0.34658001815317613	0.6213272344031262	-1.288561395389238
GSM387957	-1.1912618792895011	0.14493576025846464	-0.4849236624927347	-0.7286155414827272	-0.9441709495573943	-0.48761837904399835	-0.2991053394943821	-0.44506309547602346	-0.33580148935207205	-0.6440035214330528	0.3543400079526601	-0.9530078388928501	-0.03820787303411079	0.694867042255333	-0.8631353198610456	-0.07950430039846802	-2.0011685234527556	-0.43260401637985624	-0.01122876307491193	-0.32730760254243435	-0.4602952023212972	-0.6664024248477697	0.05599011421542249	0.2455133017648965	0.4226179162728919	-0.41106453449838565	-0.21610566845540363
GSM387820	-0.0008131782129575957	-0.11173624698062848	-0.5078165978990675	0.14687307031995514	-0.33721074547807095	0.061137847311583046	-0.24694749106063985	0.7329120457124527	0.09989397033221091	-0.7291654182482359	-0.7640922093748905	-0.36970322916107357	-0.7790137731158913	0.6662108062222365	-0.466212583029317	-0.9252970579843952	-1.8938936923995342	-1.030494082925384	-0.38299811498699626	0.8529309008342649	0.6978672279845229	-0.027713750592517485	0.19379879954577495	-1.0006674138884242	0.6330661973806686	0.07545356934550873	0.19703204691627652
GSM387858	1.0495507617740505	0.4189043963725681	1.905725376737279	0.02515993817376912	0.21401848352583103	0.46739574278422674	0.39843912981794416	-0.7711274162792665	-0.7918825532356	-0.1264928500391348	0.28497225483754857	0.20968514093860643	-0.47701962328973846	0.8611785518331292	-0.6829148737452061	0.2683731112958518	-0.0033457878012009535	0.26323759217891435	0.3359995357271444	0.6321319073568925	0.036765567477636985	-0.43422443021376517	-0.40280287214048716	-0.2107420921801078	0.546791377202978	0.47404350739834217	0.15364090656060575
GSM387917	-0.1993502485710893	0.4977447119788019	-0.504937508316076	-0.9538752684991048	0.308710631734707	-0.7909360381454368	-1.220371425918925	-0.6129064769572937	-0.00972504021161605	-0.40314889135107185	1.0163535678498818	-0.7024629445132421	-0.5313823564253218	1.1646214829589496	-0.22137410824833204	-1.5275734965541763	-0.23963225956062081	-1.424979730557506	-0.6786028497988703	0.14109773350534563	0.07514419659643173	-1.0774136642652286	-0.33951708292164645	-0.34766986489570445	0.337202605013927	0.4028404550604431	-1.024370865177546
GSM387907	0.676079116233115	0.3191546617040934	-0.48896649081211857	-1.0102569947636164	-0.7052004858392275	-0.8555362491173556	-1.2411084162538475	-0.40760180578830046	-0.23836816980515815	-1.70554766066351	-0.05587727785736899	-0.7355457213620517	-0.6167290247432632	-0.9645298405339419	-1.0382525683907804	-0.18010969344547126	0.35981501821694106	-1.379610635966179	-0.998220091693396	-0.48436971657972017	-0.09790978444053353	-0.13671975321330998	-0.37953582839909106	-1.202899052579357	0.15034805403150547	0.5961289448704837	-1.1026526056841592
GSM387835	1.6966395360874125	0.9493153717183027	2.3905377449048033	2.6566716778904613	2.1895029638244763	2.9775236651245525	1.576098714656855	1.223164278678692	1.7348586754421187	3.585829646331351	2.1219397141215515	3.8506793238185106	2.217396720175668	4.0	1.4417061510660771	1.1423184821126524	0.9475989731868941	-0.07675269556658215	0.7766476388977436	1.4932565558790925	0.5177498652548954	1.5567844287538615	0.3377509287821049	-0.3920146220069232	0.007555921134465814	-0.5176754827026798	1.9270108774132917
GSM387927	2.151358460702647	1.2639258078800149	1.7992524064845976	2.4647609459777184	2.3023741341442743	2.9328810056550476	0.8761211131461266	-0.8358944234034006	1.6822988668231074	3.092606394919803	2.342557755051431	2.7493894282378006	1.5027839214337897	1.6371582738003208	2.0586208213736894	0.4010024151417454	0.30148650670064875	1.1210044270782957	1.5912586255435444	-0.5850000965561986	0.9199324249233296	-1.1347094810131102	0.5594984276206822	0.390638510723758	0.7220555464882017	0.08207765025790892	1.2200895545950763
GSM387876	-0.012202487270728068	1.0305287326377959	1.0800630906924382	2.050261668383868	2.2116182443598005	1.4811044835104283	1.9602676435558695	0.5698588533100685	0.27431022878568245	2.1254609953623858	2.064476562460409	1.0261558972160376	-0.10175022430976124	0.47183287962313075	0.5288746287687079	1.3953511548306283	1.3611582411911574	0.9015339639941912	-0.20161233612533846	-0.7138772935084975	-1.1267845377822152	1.337203737665999	-0.6426707454095244	1.2418975336075244	-0.998391854479975	0.4067611981759128	1.9037304469064515
GSM387884	0.38761681364031214	-0.7833965823764747	-0.12772856614703332	0.08230092707529671	-0.7639499462262757	0.6004783741742777	0.03669259425200651	0.37110023181906865	1.260603021239231	0.8502673966843992	-0.0718010169511004	0.1442839730825846	0.7282237944891935	1.4235138732412482	-0.3518645075650288	-0.4876057554974873	-0.5609109411878136	-1.3446913609134523	-0.3794496990963275	0.7464156074317326	-0.2650351919440147	0.7795961045194401	0.5697669183285348	-1.5704451574979934	-1.4243441761055289	1.200046780658462	0.6192628244301811
